_row_idx,task,prefill_time,decode_time,total_time,prompt_tokens,completion_tokens,total_tokens
0,CREATION,0.010360976681113243,2.035200107842684,2.045561084523797,193,1369,1562
1,CREATION,0.0052045006304979324,1.460382716730237,1.465587217360735,329,984,1313
2,CREATION,0.005110116675496101,1.6798256170004606,1.6849357336759567,268,1132,1400
3,CREATION,0.00508253276348114,1.6063749510794878,1.611457483842969,178,1085,1263
4,CREATION,0.005181983113288879,1.6372055560350418,1.6423875391483307,378,1101,1479
5,CREATION,0.005117146298289299,2.2107919976115227,2.215909143909812,252,1485,1737
6,CREATION,0.005164213478565216,2.165197677910328,2.170361891388893,279,1454,1733
7,CREATION,0.005178384482860565,1.816858820617199,1.8220372051000595,365,1221,1586
8,CREATION,0.005028536543250084,2.167477300390601,2.1725058369338512,252,1456,1708
9,CREATION,0.005249209702014923,2.1963801719248295,2.2016293816268444,175,1478,1653
10,CREATION,0.005004815757274628,1.4585836362093687,1.4635884519666433,249,985,1234
11,CREATION,0.005131617188453674,2.276677643880248,2.2818092610687017,225,1529,1754
12,CREATION,0.00515049509704113,2.3052969202399254,2.3104474153369665,306,1546,1852
13,CREATION,0.005133921280503273,1.8936760760843754,1.8988099973648787,300,1274,1574
14,CREATION,0.00519571453332901,2.096444236114621,2.10163995064795,240,1410,1650
15,CREATION,0.005060652270913124,1.7561923116445541,1.7612529639154673,310,1182,1492
16,CREATION,0.004984952509403229,2.11633538082242,2.1213203333318233,383,1419,1802
17,CREATION,0.0049135275185108185,2.021333711221814,2.026247238740325,275,1359,1634
18,CREATION,0.005059642717242241,2.483344379812479,2.4884040225297213,269,1665,1934
19,CREATION,0.005071692168712616,1.7321411315351725,1.737212823703885,396,1164,1560
20,CREATION,0.004996011033654213,1.9809741452336311,1.9859701562672853,312,1331,1643
21,CREATION,0.005045318976044655,2.0388641878962517,2.0439095068722963,286,1370,1656
22,CREATION,0.005008259788155556,1.64240469224751,1.6474129520356655,354,1105,1459
23,CREATION,0.005038248375058174,1.8101883213967085,1.8152265697717667,285,1218,1503
24,CREATION,0.005354335531592369,1.9924017768353224,1.9977561123669147,322,1338,1660
25,CREATION,0.005232572555541992,1.7972646709531546,1.8024972435086966,365,1208,1573
26,CREATION,0.005216740071773529,1.9546636212617159,1.9598803613334894,152,1318,1470
27,CREATION,0.005223356187343597,1.966257806867361,1.9714811630547047,360,1320,1680
28,CREATION,0.005309760570526123,1.7461673486977816,1.7514771092683077,243,1177,1420
29,CREATION,0.00519103929400444,1.9081666395068169,1.9133576788008213,301,1283,1584
30,CREATION,0.005745423957705498,1.6821254920214415,1.687870915979147,329,1132,1461
31,CREATION,0.005782581865787506,2.194627245888114,2.2004098277539015,296,1473,1769
32,CREATION,0.005346864461898804,2.2725031822919846,2.2778500467538834,299,1524,1823
33,CREATION,0.005359198898077011,2.024065027013421,2.029424225911498,225,1362,1587
34,CREATION,0.005355406552553177,2.244709273800254,2.250064680352807,236,1508,1744
35,CREATION,0.005364052951335907,1.2189780548214912,1.2243421077728271,277,824,1101
36,CREATION,0.005607344210147858,1.9586368594318628,1.9642442036420107,341,1315,1656
37,CREATION,0.005492899566888809,1.8859235420823097,1.8914164416491985,300,1268,1568
38,CREATION,0.005329955369234085,1.4851323571056128,1.4904623124748468,231,1003,1234
39,CREATION,0.005297552794218063,2.4123159274458885,2.4176134802401066,270,1618,1888
40,CREATION,0.005546793341636658,2.2543834168463945,2.259930210188031,400,1510,1910
41,CREATION,0.005365291610360146,2.0150410048663616,2.0204062964767218,239,1356,1595
42,CREATION,0.005359439179301262,1.4298828598111868,1.435242298990488,312,964,1276
43,CREATION,0.00542016327381134,2.387165244668722,2.3925854079425335,410,1597,2007
44,CREATION,0.005599211901426315,1.728711187839508,1.7343103997409344,265,1165,1430
45,CREATION,0.005358617752790451,2.263713361695409,2.2690719794481993,357,1517,1874
46,CREATION,0.005489937961101532,2.1457030046731234,2.151192942634225,348,1439,1787
47,CREATION,0.005386771634221077,2.082188419997692,2.087575191631913,238,1400,1638
48,CREATION,0.005265381187200546,2.845187820494175,2.8504532016813755,200,1906,2106
49,CREATION,0.0052486602216959,2.0451140478253365,2.0503627080470324,184,1377,1561
50,CREATION,0.005474759265780449,1.9445671364665031,1.9500418957322836,228,1309,1537
51,CREATION,0.005278227850794792,2.3228007555007935,2.3280789833515882,277,1558,1835
52,CREATION,0.005169963464140892,2.145239455625415,2.1504094190895557,292,1440,1732
53,CREATION,0.0051794275641441345,1.7244975864887238,1.729677014052868,298,1161,1459
54,CREATION,0.005211116746068001,1.5553333945572376,1.5605445113033056,254,1049,1303
55,CREATION,0.005080431699752808,2.529303576797247,2.5343840084969997,337,1693,2030
56,CREATION,0.005118180066347122,2.087458932772279,2.092577112838626,369,1400,1769
57,CREATION,0.0051294248551130295,2.309114618226886,2.314244043081999,300,1549,1849
58,CREATION,0.00510980561375618,2.253383057191968,2.258492862805724,375,1510,1885
59,CREATION,0.00509827584028244,2.910556262359023,2.9156545381993055,234,1948,2182
60,CREATION,0.005082964897155762,2.6377708949148655,2.6428538598120213,243,1768,2011
61,CREATION,0.005092233419418335,1.6454452276229858,1.6505374610424042,356,1107,1463
62,CREATION,0.005248542875051498,1.6375509928911924,1.642799535766244,336,1103,1439
63,CREATION,0.005081778392195702,2.0835095066577196,2.0885912850499153,356,1398,1754
64,CREATION,0.005119899287819862,2.2626730296760798,2.2677929289638996,276,1519,1795
65,CREATION,0.005274653434753418,1.8744495697319508,1.8797242231667042,406,1258,1664
66,CREATION,0.0052401237189769745,2.2554867640137672,2.260726887732744,180,1517,1697
67,CREATION,0.005171243101358414,1.3981189783662558,1.4032902214676142,255,944,1199
68,CREATION,0.005168642848730087,1.741298010572791,1.7464666534215212,300,1172,1472
69,CREATION,0.005215998739004135,1.9817516971379519,1.986967695876956,288,1332,1620
70,CREATION,0.005170242860913277,2.0176967047154903,2.0228669475764036,369,1354,1723
71,CREATION,0.005113128572702408,2.1993154361844063,2.2044285647571087,309,1476,1785
72,CREATION,0.005175767466425896,1.7307761199772358,1.7359518874436617,352,1164,1516
73,CREATION,0.005278360098600388,2.3359639160335064,2.341242276132107,453,1562,2015
74,CREATION,0.0052505433559417725,2.0960830375552177,2.1013335809111595,367,1406,1773
75,CREATION,0.00519590824842453,1.697503475472331,1.7026993837207556,283,1144,1427
76,CREATION,0.005101500079035759,2.4795301537960768,2.4846316538751125,213,1664,1877
77,CREATION,0.005229135975241661,2.714773464947939,2.7200026009231806,384,1814,2198
78,CREATION,0.005196716636419296,2.2764068879187107,2.28160360455513,232,1529,1761
79,CREATION,0.00526975654065609,1.9967872761189938,2.00205703265965,367,1340,1707
80,CREATION,0.005156820639967918,2.147187663242221,2.152344483882189,226,1444,1670
81,CREATION,0.00516536645591259,1.6342672035098076,1.6394325699657202,252,1102,1354
82,CREATION,0.005202943459153175,1.4770340025424957,1.482236946001649,298,996,1294
83,CREATION,0.005307922139763832,2.069356806576252,2.074664728716016,258,1391,1649
84,CREATION,0.00525452196598053,1.8141669984906912,1.8194215204566717,323,1220,1543
85,CREATION,0.005153190344572067,1.7026003152132034,1.7077535055577755,349,1145,1494
86,CREATION,0.005348823964595795,2.1199905034154654,2.125339327380061,314,1423,1737
87,CREATION,0.005272740498185158,1.7671510986983776,1.7724238391965628,353,1188,1541
88,CREATION,0.005262803286314011,2.2249955777078867,2.2302583809942007,237,1495,1732
89,CREATION,0.005288543179631233,2.2657266035676003,2.2710151467472315,189,1523,1712
90,CREATION,0.005173720419406891,3.346695963293314,3.351869683712721,221,2234,2455
91,CREATION,0.005035387352108955,1.5107729379087687,1.5158083252608776,237,1020,1257
92,CREATION,0.005195626989006996,2.096201192587614,2.101396819576621,231,1410,1641
93,CREATION,0.0051218681037425995,1.6381832398474216,1.6433051079511642,244,1086,1330
94,CREATION,0.004970373585820198,2.2218239214271307,2.226794295012951,305,1491,1796
95,CREATION,0.005043758079409599,1.9090460110455751,1.9140897691249847,272,1284,1556
96,CREATION,0.004976052790880203,2.2065762002021074,2.2115522529929876,331,1480,1811
97,CREATION,0.005151798948645592,1.8571280632168055,1.862279862165451,272,1250,1522
98,CREATION,0.004947848618030548,1.9657482486218214,1.970696097239852,151,1325,1476
99,CREATION,0.005072111263871193,2.0365147925913334,2.0415869038552046,196,1371,1567
100,CREATION,0.005006331950426102,2.09681742079556,2.101823752745986,291,1408,1699
101,CREATION,0.005036218091845512,2.005466528236866,2.0105027463287115,407,1345,1752
102,CREATION,0.005081571638584137,1.9340098537504673,1.9390914253890514,288,1301,1589
103,CREATION,0.005019852891564369,1.8314576521515846,1.836477505043149,314,1232,1546
104,CREATION,0.0049870871007442474,2.1418006978929043,2.1467877849936485,276,1439,1715
105,CREATION,0.00495276041328907,2.183656619861722,2.188609380275011,347,1464,1811
106,CREATION,0.004941906780004501,2.305930921807885,2.3108728285878897,277,1547,1824
107,CREATION,0.004997143521904945,1.8963868040591478,1.9013839475810528,282,1276,1558
108,CREATION,0.005018455907702446,1.960804970934987,1.9658234268426895,305,1318,1623
109,CREATION,0.0049629975110292435,1.4885300267487764,1.4934930242598057,223,1005,1228
110,CREATION,0.005002312362194061,1.7334316838532686,1.7384339962154627,293,1167,1460
111,CREATION,0.0050569456070661545,1.9486526101827621,1.9537095557898283,353,1308,1661
112,CREATION,0.005058100447058678,1.839924057945609,1.8449821583926678,340,1237,1577
113,CREATION,0.004910686984658241,2.126763541251421,2.131674228236079,269,1429,1698
114,CREATION,0.004948306828737259,1.7963387686759233,1.8012870755046606,306,1209,1515
