_row_idx,task,prefill_time,decode_time,total_time,prompt_tokens,completion_tokens,total_tokens
0,CREATION,0.017231332138180733,1.6996178571134806,1.7168491892516613,206,927,1133
1,CREATION,0.006257928907871246,1.7285112999379635,1.7347692288458347,343,939,1282
2,CREATION,0.006034988909959793,1.460167409852147,1.466202398762107,281,795,1076
3,CREATION,0.005755383521318436,1.7275413814932108,1.7332967650145292,195,941,1136
4,CREATION,0.006368888542056084,1.7215414177626371,1.7279103063046932,393,934,1327
5,CREATION,0.005945924669504166,1.89924087934196,1.9051868040114641,266,1032,1298
6,CREATION,0.005913985893130302,1.6602975521236658,1.6662115380167961,296,903,1199
7,CREATION,0.0064240191131830215,1.5799496192485094,1.5863736383616924,378,858,1236
8,CREATION,0.005915259942412376,1.73868159763515,1.7445968575775623,264,946,1210
9,CREATION,0.0056885164231061935,1.5631706323474646,1.5688591487705708,190,852,1042
10,CREATION,0.005909508094191551,1.8124121185392141,1.8183216266334057,263,985,1248
11,CREATION,0.005752716213464737,1.9832583535462618,1.9890110697597265,238,1078,1316
12,CREATION,0.006010310724377632,2.1580113731324673,2.164021683856845,334,1170,1504
13,CREATION,0.006020478904247284,1.6171394437551498,1.6231599226593971,309,879,1188
14,CREATION,0.005906198173761368,2.063272774219513,2.0691789723932743,256,1121,1377
15,CREATION,0.006001995876431465,2.0424818638712168,2.0484838597476482,325,1108,1433
16,CREATION,0.006264382973313332,1.5640965048223734,1.5703608877956867,390,850,1240
17,CREATION,0.005905361846089363,1.630934216082096,1.6368395779281855,289,887,1176
18,CREATION,0.005923911929130554,1.794771533459425,1.8006954453885555,284,976,1260
19,CREATION,0.006432326510548592,2.383366409689188,2.3897987361997366,414,1289,1703
20,CREATION,0.006027640774846077,1.4778621084988117,1.4838897492736578,333,804,1137
21,CREATION,0.005852267146110535,2.2915523275732994,2.29740459471941,288,1243,1531
22,CREATION,0.006130397319793701,2.1372270323336124,2.143357429653406,351,1159,1510
23,CREATION,0.006037119776010513,1.511837674304843,1.5178747940808535,300,823,1123
24,CREATION,0.006021533161401749,2.1233744230121374,2.129395956173539,340,1152,1492
25,CREATION,0.006287561729550362,2.2637702580541372,2.2700578197836876,369,1226,1595
26,CREATION,0.0054324716329574585,2.1232483070343733,2.1286807786673307,166,1155,1321
27,CREATION,0.006350556388497353,2.0938847083598375,2.100235264748335,379,1134,1513
28,CREATION,0.005880558863282204,2.573371073231101,2.5792516320943832,261,1395,1656
29,CREATION,0.005908612161874771,1.8975411001592875,1.9034497123211622,310,1030,1340
30,CREATION,0.006052223965525627,3.1941041350364685,3.200156359001994,351,1725,2076
31,CREATION,0.0059547703713178635,1.7879345379769802,1.793889308348298,308,972,1280
32,CREATION,0.0059378184378147125,2.528828140348196,2.5347659587860107,306,1370,1676
33,CREATION,0.005936028435826302,1.7032397277653217,1.709175756201148,242,927,1169
34,CREATION,0.005880460143089294,1.8140236865729094,1.8199041467159986,247,987,1234
35,CREATION,0.005900241434574127,1.6707957554608583,1.6766959968954325,283,909,1192
36,CREATION,0.006097199395298958,1.5927293729037046,1.5988265722990036,354,866,1220
37,CREATION,0.00597597099840641,1.534800635650754,1.5407766066491604,316,835,1151
38,CREATION,0.00586736761033535,1.7471921518445015,1.7530595194548368,252,950,1202
39,CREATION,0.006173819303512573,1.4341333080083132,1.4403071273118258,283,781,1064
40,CREATION,0.006392922252416611,2.4814428221434355,2.487835744395852,413,1342,1755
41,CREATION,0.005868393927812576,1.4593784902244806,1.4652468841522932,252,795,1047
42,CREATION,0.005980353802442551,1.4758684057742357,1.4818487595766783,317,803,1120
43,CREATION,0.0064739640802145,1.7530682552605867,1.7595422193408012,421,951,1372
44,CREATION,0.00596100278198719,2.5568014327436686,2.5627624355256557,281,1385,1666
45,CREATION,0.006367385387420654,2.314517479389906,2.3208848647773266,376,1253,1629
46,CREATION,0.0061821527779102325,1.6297999359667301,1.6359820887446404,363,885,1248
47,CREATION,0.0058668311685323715,1.7673005517572165,1.7731673829257488,252,961,1213
48,CREATION,0.0056755077093839645,1.6577541790902615,1.6634296867996454,215,903,1118
49,CREATION,0.005690189078450203,1.6676125675439835,1.6733027566224337,194,908,1102
50,CREATION,0.005910024046897888,2.1672495920211077,2.1731596160680056,248,1177,1425
51,CREATION,0.005909109488129616,1.6635742727667093,1.669483382254839,297,905,1202
52,CREATION,0.005957333371043205,1.78386521153152,1.789822544902563,305,970,1275
53,CREATION,0.005921214818954468,1.6456381119787693,1.6515593267977238,318,895,1213
54,CREATION,0.005962518975138664,2.818441990762949,2.8244045097380877,277,1526,1803
55,CREATION,0.006006713956594467,1.8124183751642704,1.8184250891208649,354,984,1338
56,CREATION,0.0063540395349264145,4.622208429500461,4.628562469035387,407,2482,2889
57,CREATION,0.005943445488810539,2.055952863767743,2.0618963092565536,313,1116,1429
58,CREATION,0.006249822676181793,2.418667357414961,2.4249171800911427,398,1309,1707
59,CREATION,0.005834195762872696,4.086448168382049,4.092282364144921,255,2201,2456
60,CREATION,0.005886290222406387,1.7693549450486898,1.7752412352710962,258,963,1221
61,CREATION,0.00601697713136673,1.9155079424381256,1.9215249195694923,362,1039,1401
62,CREATION,0.005965461954474449,2.3227869383990765,2.328752400353551,352,1259,1611
63,CREATION,0.006046919152140617,2.4369041211903095,2.44295104034245,359,1319,1678
64,CREATION,0.005887601524591446,1.5141206048429012,1.5200082063674927,291,824,1115
65,CREATION,0.006317736580967903,1.3404077757149935,1.3467255122959614,432,728,1160
66,CREATION,0.005661493167281151,1.5975288432091475,1.6031903363764286,196,871,1067
67,CREATION,0.0058618877083063126,2.2441248912364244,2.2499867789447308,266,1217,1483
68,CREATION,0.0059172604233026505,1.3641810975968838,1.3700983580201864,312,743,1055
69,CREATION,0.0059283096343278885,2.021794741973281,2.027723051607609,298,1097,1395
70,CREATION,0.006580261513590813,1.686877740547061,1.6934580020606518,386,916,1302
