_row_idx,task,prefill_time,decode_time,total_time,prompt_tokens,completion_tokens,total_tokens
249,CREATION,0.008582480251789093,5.691881595179439,5.700464075431228,271,1292,1563
250,CREATION,0.008898820728063583,6.74715131521225,6.756050135940313,265,1528,1793
251,CREATION,0.0071168579161167145,4.857542613521218,4.864659471437335,201,1107,1308
252,CREATION,0.01163194328546524,5.125073196366429,5.136705139651895,363,1163,1526
253,CREATION,0.008281625807285309,5.36449971050024,5.372781336307526,345,1217,1562
254,CREATION,0.00915074348449707,5.398812996223569,5.407963739708066,225,1228,1453
255,CREATION,0.01152060553431511,5.66450859606266,5.676029201596975,426,1282,1708
256,CREATION,0.011648399755358696,5.3151595667004585,5.326807966455817,358,1206,1564
257,CREATION,0.008255643770098686,7.62854472361505,7.636800367385149,309,1723,2032
258,CREATION,0.008318295702338219,4.851738795638084,4.860057091340423,294,1103,1397
259,CREATION,0.008254222571849823,5.4286609552800655,5.436915177851915,338,1232,1570
260,CREATION,0.007100952789187431,5.140453699976206,5.147554652765393,213,1170,1383
261,CREATION,0.009096711874008179,7.025633376091719,7.034730087965727,242,1591,1833
262,CREATION,0.008268428966403008,5.654411111027002,5.662679539993405,307,1283,1590
263,CREATION,0.008242128416895866,5.012225667014718,5.020467795431614,316,1139,1455
264,CREATION,0.0071422383189201355,4.87768011726439,4.88482235558331,214,1111,1325
265,CREATION,0.007134553045034409,6.439969399943948,6.447103952988982,204,1462,1666
266,CREATION,0.00902274064719677,5.653938762843609,5.662961503490806,256,1284,1540
267,CREATION,0.009087884798645973,10.325537197291851,10.334625082090497,232,2321,2553
268,CREATION,0.00887737050652504,6.250869559124112,6.259746929630637,242,1418,1660
269,CREATION,0.0070777777582407,5.552660459652543,5.559738237410784,203,1263,1466
270,CREATION,0.008399002254009247,6.0302693378180265,6.038668340072036,308,1367,1675
271,CREATION,0.007110418751835823,5.722315212711692,5.729425631463528,198,1301,1499
272,CREATION,0.007088769227266312,6.195424063131213,6.2025128323584795,175,1408,1583
273,CREATION,0.008906414732336998,5.775024022907019,5.783930437639356,242,1312,1554
274,CREATION,0.008242661133408546,4.896218415349722,4.9044610764831305,321,1113,1434
275,CREATION,0.009094318374991417,5.89035577327013,5.899450091645122,227,1338,1565
276,CREATION,0.008650656789541245,5.964045204222202,5.9726958610117435,276,1353,1629
277,CREATION,0.008900070562958717,6.38187824562192,6.390778316184878,257,1447,1704
278,CREATION,0.008380211889743805,6.009296735748649,6.0176769476383924,283,1363,1646
279,CREATION,0.007140232250094414,5.4068402871489525,5.413980519399047,216,1230,1446
280,CREATION,0.0071052443236112595,5.798462621867657,5.805567866191268,211,1318,1529
281,CREATION,0.00889183022081852,6.815454341471195,6.824346171692014,247,1544,1791
282,CREATION,0.007033174857497215,7.111397469416261,7.118430644273758,178,1612,1790
283,CREATION,0.00830981507897377,6.1022380124777555,6.110547827556729,310,1383,1693
284,CREATION,0.0115249864757061,5.905930170789361,5.917455157265067,425,1336,1761
285,CREATION,0.011937027797102928,6.097924400120974,6.1098614279180765,394,1380,1774
286,CREATION,0.008875463157892227,6.962419264018536,6.971294727176428,239,1577,1816
287,CREATION,0.006982807070016861,5.695837156847119,5.702819963917136,157,1297,1454
288,CREATION,0.008257636800408363,7.122832691296935,7.1310903280973434,350,1609,1959
289,CREATION,0.008405303582549095,7.739929877221584,7.748335180804133,298,1748,2046
290,CREATION,0.008896514773368835,6.848125131800771,6.85702164657414,256,1551,1807
291,CREATION,0.008271677419543266,5.377907030284405,5.386178707703948,301,1221,1522
292,CREATION,0.007041776552796364,5.2293130829930305,5.236354859545827,188,1191,1379
293,CREATION,0.008217018097639084,4.889230240136385,4.897447258234024,326,1111,1437
294,CREATION,0.007252471521496773,7.307459348812699,7.314711820334196,137,1658,1795
295,CREATION,0.008538436144590378,5.382181538268924,5.390719974413514,267,1223,1490
